district,category,total10,total11,total12,total13,total14,total15,total16,total17,total18,total19,total20,total21,total22,last12mos
Citywide,Burglary,3691,3886,3298,3365,3658,3187,2576,2337,2226,1851,1816,1444,1263,1359
